0,6.62904
1,4.56497
2,8.29067
3,10.986
4,13.0691
5,10.0433
6,7.4419
7,4.75755
8,9.98979
9,14.2294
10,5.25172
11,3.24064
12,18.9296
13,4.12064
14,4.59369
15,8.42631
16,2.795
17,10.6929
18,6.24701
19,17.9707
20,11.3442
21,3.87499
22,9.12285
23,12.6703
24,7.26476
25,11.5683
26,3.13411
27,6.50441
28,6.79626
29,12.5224
30,6.39795
31,11.9956
32,5.05282
33,6.35601
34,4.24268
35,18.8699
36,8.53106
37,5.85548
38,3.96346
39,8.8919
40,13.9691
41,9.64289
42,8.50087
43,1.65964
44,10.6963
45,6.4715
46,3.36207
47,5.76526
48,15.1256
49,6.59296
50,10.3643
51,11.7564
52,15.0445
53,8.4337
54,8.61505
55,9.49923
56,4.56552
57,5.88795
58,6.0578
59,7.196
60,11.9217
61,3.88445
62,4.52945
63,11.76
64,5.92514
65,1.77231
66,13.8113
67,5.4761
68,9.61978
69,8.56939
70,4.69346
71,12.1564
72,10.487
73,1.57786
74,7.74537
75,11.3421
76,13.3423
77,2.63099
78,7.35404
79,8.57275
80,6.18508
81,8.62415
82,15.4525
83,6.12561
84,0.600126
85,4.61218
86,6.08229
87,15.5499
88,12.351
89,14.3483
90,16.8432
91,4.60673
92,1.44231
93,8.10784
94,12.36
95,16.1669
96,3.72798
97,4.99302
98,7.9535
99,6.96452
100,14.4182
101,11.6999
102,7.21333
103,0
104,12.8625
105,10.7339
106,7.66265
107,8.76707
108,0.489452
109,14.8996
110,4.21958
111,4.56123
112,12.1598
113,7.75988
114,11.9891
115,6.99373
116,20.2589
117,4.93407
118,0
119,9.90556
120,15.1758
121,10.0659
122,15.5782
123,8.08286
124,3.94016
125,6.26119
126,9.77632
127,13.7305
128,7.7769
129,7.88974
130,10.3808
131,7.38483
132,10.0021
133,8.21975
134,6.79173
135,3.00486
136,6.22813
137,12.78
138,6.63654
139,13.3465
140,10.6094
141,4.31564
142,9.55256
143,12.897
144,12.1315
145,6.04687
146,3.4614
147,3.7675
148,10.9713
149,9.92874
150,4.92977
151,8.55538
152,15.6857
153,9.71502
154,5.37232
155,10.0749
156,10.4687
157,5.14214
158,14.7206
159,8.24152
160,10.2317
161,10.1442
162,6.8469
163,9.64419
164,8.09296
165,14.3002
166,0
167,7.97574
168,3.79701
169,7.53002
170,3.97867
171,3.57106
172,19.6146
173,12.5344
174,6.20322
175,7.93512
176,12.0431
177,0.931033
178,9.46897
179,13.0705
180,3.95091
181,12.8548
182,8.91291
183,9.99084
184,11.324
185,16.8591
186,10.492
187,5.7807
188,8.85583
189,10.5954
190,8.86112
191,4.19533
192,7.64146
193,0
194,13.3712
195,15.0908
196,0
197,5.54899
198,23.3691
199,5.73061
200,7.53664
201,4.22398
202,8.88772
203,1.46324
204,8.26499
205,10.683
206,0.85787
207,3.45813
208,7.78583
209,12.5636
210,4.77263
211,17.8368
212,4.98055
213,7.42167
214,6.22254
215,7.37933
216,5.10975
217,6.84733
218,5.7741
219,12.917
220,10.7992
221,9.07533
222,5.66444
223,9.65423
224,16.4188
225,2.97319
226,7.14916
227,6.98117
228,7.67494
229,2.05548
230,14.1168
231,4.45483
232,5.33822
233,10.468
234,7.74517
235,8.04452
236,10.2296
237,10.0345
238,2.78901
239,10.4416
240,7.98177
241,11.5983
242,7.18507
243,9.99087
244,7.5247
245,9.73038
246,3.97277
247,12.6431
248,8.17725
249,0
250,10.3765
251,0
252,5.15414
253,8.20889
254,6.91528
255,10.5652
256,9.89107
257,9.49365
258,8.13782
259,14.3122
260,6.05005
261,11.3977
262,9.0571
263,0
264,5.70748
265,0
266,5.97812
267,8.74695
268,9.70623
269,9.02691
270,13.8629
271,4.62081
272,6.2056
273,4.60055
274,11.8175
275,11.6571
276,3.65286
277,8.33904
278,8.76661
279,9.85443
280,2.76014
