0,5.12904
1,3.06497
2,6.79067
3,9.48596
4,11.5691
5,8.54332
6,5.9419
7,3.25755
8,8.48979
9,12.7294
10,3.75172
11,1.74064
12,17.4296
13,2.62064
14,3.09369
15,6.92631
16,1.295
17,9.19289
18,4.74701
19,16.4707
20,9.84416
21,2.37499
22,7.62285
23,11.1703
24,5.76476
25,10.0683
26,1.63411
27,5.00441
28,5.29626
29,11.0224
30,4.89795
31,10.4956
32,3.55282
33,4.85601
34,2.74268
35,17.3699
36,7.03106
37,4.35548
38,2.46346
39,7.3919
40,12.4691
41,8.14289
42,7.00087
43,0.159643
44,9.19628
45,4.9715
46,1.86207
47,4.26526
48,13.6256
49,5.09296
50,8.86427
51,10.2564
52,13.5445
53,6.9337
54,7.11505
55,7.99923
56,3.06552
57,4.38795
58,4.5578
59,5.696
60,10.4217
61,2.38445
62,3.02945
63,10.26
64,4.42514
65,0.272305
66,12.3113
67,3.9761
68,8.11978
69,7.06939
70,3.19346
71,10.6564
72,8.98696
73,0.0778636
74,6.24537
75,9.84213
76,11.8423
77,1.13099
78,5.85404
79,7.07275
80,4.68508
81,7.12415
82,13.9525
83,4.62561
84,0
85,3.11218
86,4.58229
87,14.0499
88,10.851
89,12.8483
90,15.3432
91,3.10673
92,0
93,6.60784
94,10.86
95,14.6669
96,2.22798
97,3.49302
98,6.4535
99,5.46452
100,12.9182
101,10.1999
102,5.71333
103,0
104,11.3625
105,9.23389
106,6.16265
107,7.26707
108,0
109,13.3996
110,2.71958
111,3.06123
112,10.6598
113,6.25988
114,10.4891
115,5.49373
116,18.7589
117,3.43407
118,0
119,8.40556
120,13.6758
121,8.56594
122,14.0782
123,6.58286
124,2.44016
125,4.76119
126,8.27632
127,12.2305
128,6.2769
129,6.38974
130,8.88084
131,5.88483
132,8.50212
133,6.71975
134,5.29173
135,1.50486
136,4.72813
137,11.28
138,5.13654
139,11.8465
140,9.10945
141,2.81564
142,8.05256
143,11.397
144,10.6315
145,4.54687
146,1.9614
147,2.2675
148,9.47128
149,8.42874
150,3.42977
151,7.05538
152,14.1857
153,8.21502
154,3.87232
155,8.5749
156,8.96868
157,3.64214
158,13.2206
159,6.74152
160,8.73171
161,8.64416
162,5.3469
163,8.14419
164,6.59296
165,12.8002
166,0
167,6.47574
168,2.29701
169,6.03002
